ItemID,LocationID,TransactionDate,TransferQuantity
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-18,-9.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-19,-5.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-12,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-10,-5.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-26,-2.0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-08-02,-1.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-17,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-20,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-28,-7.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-15,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-14,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-07,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-07,-10.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-27,-8.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-05,-7.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-22,-11.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-11,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-04,-8.0
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-11-15,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-07,-11.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-12,-17.0
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-12-09,-2.0
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-11-06,-1.0
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-10-14,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-13,-7.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-12,0.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-04-12,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-14,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-12,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-25,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-28,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-13,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-13,-4.0
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2020-03-02,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-22,-2.0
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-10-29,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-30,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-14,-3.0
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-03-03,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-31,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-02,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-26,-9.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-22,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-22,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-09,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-01,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-06,-4.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-12-02,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-27,-12.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-17,-15.0
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2020-01-30,5.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-02,-18.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-10,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-21,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-18,-3.0
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-11-06,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-27,-5.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-29,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-12,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-13,-5.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-11-27,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-27,-10.0
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-11-06,-1.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-11,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-03,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-18,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-04,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-16,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-04,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-18,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-11,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-06,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-02,-6.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-04,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-06,-5.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-17,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-11,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-20,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-02,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-20,-9.0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-02,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-03-03,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-12-13,0.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-12-12,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-05-20,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-03,-5.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-15,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-13,-11.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-05,-34.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-03-16,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-04,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-04-01,-12.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-04,-33.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-17,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-12-04,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-12-21,-11.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-15,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-06,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-14,0.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-15,-15.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-13,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-23,9.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-05,-13.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-25,-3.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-04-22,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-07-24,29.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-06-12,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-01,-30.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-03-05,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-19,47.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-06,-5.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-08-16,-2.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-07-03,-59.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-09,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-07-01,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-03-24,-265.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-11,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-26,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-04-25,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-14,-3.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-07,-4.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-22,-10.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-31,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-25,-259.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-10,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-04-20,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-06,-11.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-03-30,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-08-23,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-07-02,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-21,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-09-13,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-31,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-03,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-12,-58.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-01-06,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-03-17,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-28,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-22,-4.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-03,-3.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-05,-2.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-10-07,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-03-15,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-12-18,-14.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-17,-10.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-06-21,-10.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-19,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-30,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-25,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-08,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-05-29,-16.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-08,-2.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-09-02,-4.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-30,0.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-12-23,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-17,1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-22,-2.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-11-05,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-18,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-11,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-28,8.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-12,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-27,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-11-19,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-14,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-27,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-18,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-08,-1.0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-02-17,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-28,-4.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-05-25,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-10-11,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-29,0.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-10,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-01,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-02-12,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-22,-2.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-30,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-26,19.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-13,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-06-03,-1.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-27,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-07,-13.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-12,-18.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-12-19,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-28,-14.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-10,-44.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-03,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-27,-9.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-15,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-13,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-12,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-20,-6.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-21,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-20,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-03,-20.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-08,-8.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-28,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-25,-9.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-12,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-21,-11.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-04-01,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-13,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-07,-13.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-23,-16.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-08-09,0.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-07-31,-210.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-15,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-06,-5.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-01-23,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-29,-2.0
a0W5700000OaJ2cEAF,a0X5700000xnRgkEAE,2019-08-12,-1.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-04-06,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-31,-5.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-08-24,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-17,-3.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-02-21,0.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-12-05,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-19,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-06,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-09,-11.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-05-29,-1.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-06-27,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-11,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-03,-5.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-12,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-07,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-25,217.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-25,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-02,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-18,-21.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-23,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-21,28.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-20,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-16,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-03,-9.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-12,-3.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-07-05,-10.0
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-08-12,-11.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-02-10,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-21,36.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-08-12,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-03,-1.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-07-31,0.0
a0W5700000MYVQOEA5,a0X5700000xnRgfEAE,2019-07-11,-2.0
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-08-12,-3.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-10-31,0.0
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-08-22,-9.0
a0W5700000OaJ2cEAF,a0X5700000mB0JIEA0,2019-08-22,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-08,-9.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-18,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-05-14,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-23,-1.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-01-29,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-12,-3.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-10-30,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-11,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-23,-8.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-07,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-26,-10.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-19,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-21,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-03,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-22,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-07,-11.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-02,-16.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-09,-2.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-05-07,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-20,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-10,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-08,-5.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-08,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-03,-5.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-09,160.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-16,-40.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-29,-5.0
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-07-11,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-17,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-07,171.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-10,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-18,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-15,-15.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-01,-4.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-18,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-02,-6.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-14,-20.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-21,-5.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-03,-9.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-18,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-18,-7.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-27,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-24,-2.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-02,-4.0
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-07-10,-9.0
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-07-10,-6.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-12-17,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-20,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-07,-2.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-30,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-14,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-12,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-28,-5.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-20,-1.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-29,0.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-05-14,0.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-04-23,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-02,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-13,-7.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-17,0.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-17,-14.0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-25,-1.0
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-10-31,-10.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-06,-11.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-09,-1.0
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-01-08,-11.0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-15,-6.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-23,-4.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-24,-3.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-04,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-09,-3.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-07,-8.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-20,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-12,270.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-12,-7.0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-16,-1.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-25,352.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-21,-4.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-01,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-09-28,-1.0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-03,0.0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-12,-2.0
